cpu,motherboard,gpu,ram,psu,price,type,rating
Intel Core i7-12700,MSI PRO H610M-G DDR4,GeForce RTX 2070,Mushkin 971699A 2 GB,be quiet! Pure Power 12 M,1188.92,All-in-One,29.020960199172364
Intel Core i7-11700T @ 1.40GHz,MSI MPG B560I GAMING EDGE WIFI,Radeon RX 550,TEAMGROUP T-Force Vulcan Z 8 GB,Phanteks AMP v2,854.13,Office,23.830096121199347
Intel Core i5-12600KF,Asus ROG STRIX Z790-A GAMING WIFI D4,GeForce RTX 2070 SUPER,Patriot Viper 4 8 GB,be quiet! Dark Power 13,1487.51,All-in-One,24.55432232388354
AMD Ryzen 5 5600G,Gigabyte A520 AORUS ELITE,GeForce GTX 1650,Patriot Viper 4 16 GB,Corsair HX1000i,1074.02,Professional,19.12766987579375
AMD Ryzen 5 3600,ASRock B550M-HDV,TITAN V,Thermaltake TOUGHRAM XG RGB 16 GB,SeaSonic FOCUS GX,2546.11,Multimedia,17.403411478687094
Intel Core i3-12300,Gigabyte B660M AORUS Pro AX DDR4,GeForce GTX 1650,G.Skill Trident Z5 Neo 32 GB,EVGA SuperNOVA 1300 P+,929.6600000000001,Gaming,22.640104984618027
Intel Core i5-10400F @ 2.90GHz,ASRock Z490 Steel Legend,Radeon RX Vega 56,ADATA XPG CASTER RGB 32 GB,Super Flower LEADEX VII XG,1389.27,All-in-One,23.349672849770023
AMD Ryzen 7 1800X,Gigabyte B450M DS3H WIFI,Radeon RX 5700 XT,Kingston KVR1333D3E9SK3/24G 24 GB,PowerSpec GFM,1257.94,Gaming,15.038396107922475
Intel Core i5-12500T,ASRock Z790 PG Lightning/D4,GeForce RTX 3060,Crucial CT25664BA160B 2 GB,SeaSonic FOCUS,891.15,Gaming,24.081018908152384
Intel Core i7-12700T,Gigabyte Z790 AORUS ELITE DDR4,GeForce RTX 3080 Ti,Silicon Power SP008GLSTU160N02 8 GB,Fractal Design Ion Gold,2076.15,Professional,17.563037352792428
Intel Core i5-12600K,Asus ROG STRIX Z690-E GAMING WIFI,Radeon RX 5500 XT,Crucial CT102472BD1339 8 GB,Phanteks Revolt Pro,1157.95,Gaming,20.450019430890798
AMD Ryzen 3 2300X,MSI MPG B550 GAMING PLUS,Radeon RX 6900 XT,Kingston ValueRAM 16 GB,EVGA SuperNOVA 750 G6,1638.0199999999998,Multimedia,30.196822993614248
AMD Ryzen 7 5800X3D,Asus PRIME B550M-K,GeForce RTX 3080 Ti,G.Skill Aegis 8 GB,SeaSonic FOCUS,2090.6,Professional,17.44164354730699
AMD Ryzen 5 3600XT,ASRock B450M/AC,Radeon Pro W5700,Kingston Server Premier 16 GB,Thermaltake Toughpower GF3 TT Premium,2428.73,Professional,12.559032910204099
AMD Athlon 200GE,MSI MEG X570S ACE MAX,Radeon RX 6800,Crucial CT4G4DFS8266 4 GB,Rosewill LEPTON 600,1667.05,Multimedia,26.194475270687747
Intel Core i5-12500,MSI PRO Z690-A WIFI DDR4,Radeon R5 330,G.Skill Flare X 32 GB,EVGA 500 W1,829.5200000000001,Professional,16.704238595814445
Intel Pentium G4560T @ 2.90GHz,MSI Z270 GAMING PRO CARBON,Radeon VII,GeIL Polaris RGB 32 GB,be quiet! Dark Power Pro 11,2653.6899999999996,All-in-One,11.120816674140539
Intel Core i3-9100 @ 3.60GHz,ASRock H310CM-DVS,GeForce RTX 2080 Ti,Corsair Vengeance LPX 16 GB,Silverstone Strider Platinum,1433.5,Professional,24.065573770491806
AMD Athlon X4 950,Asus STRIX B350-F GAMING,Radeon RX 560,Crucial CT102464BF186D 8 GB,EVGA 750 B5,633.3599999999999,All-in-One,26.031009220664398
AMD PRO A12-9800E,Asus TUF GAMING B450M-PRO II,GeForce GTX 1070 Ti,Kingston FURY Beast RGB 16 GB,Rosewill HIVE,965.0,Professional,30.663212435233156
Intel Core i3-12100T,Asus PRIME H610M-A D4-CSM,GeForce RTX 3070 Ti,Patriot Viper Elite II 32 GB,FSP Group Dagger Pro,1229.8,All-in-One,32.940966010733455
Intel Core i9-12900,Gigabyte Z790 AORUS MASTER,Radeon RX 590,TEAMGROUP Elite Plus 16 GB,EVGA 500 W1,1609.56,Gaming,17.687939561122292
AMD Ryzen 5 1600,Gigabyte B550 AORUS ELITE AX V2,Radeon RX Vega 56,Corsair Dominator Platinum RGB 32 GB,SeaSonic FOCUS PX,1403.77,Gaming,12.257706034464334
Intel Core i7-8700T @ 2.40GHz,MSI MEG Z390 GODLIKE,GeForce RTX 2080 SUPER,Crucial CT4G4DFS8266 4 GB,ADATA XPG CYBERCORE,2095.58,Office,7.5377699729907714
Intel Celeron G4920 @ 3.20GHz,Asus ROG MAXIMUS XI GENE,Radeon RX 6800 XT,OLOy Blade RGB 16 GB,Asus ROG Strix,1868.6200000000001,All-in-One,18.1117616208753
Intel Core i3-10300 @ 3.70GHz,Gigabyte B560M AORUS PRO AX,GeForce GT 1030,G.Skill Trident Z Neo 32 GB,EVGA SuperNOVA 650 P2,877.96,Professional,22.612077998997677
AMD Ryzen 7 5700X,Gigabyte X570 AORUS PRO,NVIDIA TITAN Xp,Corsair Vengeance 32 GB,Super Flower Leadex Platinum SE,2629.9699999999993,Gaming,10.264185523028782
AMD Ryzen 7 2700X,Gigabyte X570 AORUS XTREME,GeForce GTX 1650,G.Skill Ripjaws V 16 GB,SeaSonic FOCUS PLUS 850 Gold,1711.46,Office,12.279574164748226
AMD Ryzen 3 2300X,Asus TUF GAMING X570-PLUS (WI-FI),GeForce GTX 1660 SUPER,Corsair Vengeance RGB Pro SL 32 GB,Super Flower Leadex V Pro,1128.0500000000002,Gaming,14.521874030406448
Intel Core i5-11600T @ 1.70GHz,Asus PRIME H510M-K,GeForce GTX 1070 Ti,Crucial CT102472BD160B 8 GB,be quiet! Dark Power Pro 13,1181.23,Multimedia,36.83194636099659
Intel Core i3-10105 @ 3.70GHz,MSI MEG Z590 ACE,GeForce GTX 1660 Ti,G.Skill Trident Z5 Neo 32 GB,Super Flower LEADEX VII XG,1105.97,Gaming,15.88704937746955
AMD Athlon 3000G,ASRock X370 Killer SLI,Radeon Pro WX 4100,Corsair Dominator Platinum RGB 32 GB,EVGA SuperNOVA 650 P5,1057.95,Multimedia,31.230209367172357
AMD Ryzen 7 5800X3D,ASRock X570 Taichi Razer Edition,Radeon RX 6700 XT,Kingston KVR13R9D4/8I 8 GB,be quiet! Dark Power Pro 13,1868.7199999999998,Office,10.863050644291281
AMD Ryzen 7 1700,Asus ROG STRIX B450-F GAMING,Radeon RX 5600 XT,G.Skill Aegis 8 GB,EVGA 500 BQ,1160.67,Professional,23.77764567017326
AMD Ryzen 3 3300X,Gigabyte X570S AORUS ELITE AX,Radeon Pro W5500,Mushkin Silverline 8 GB,SeaSonic S12III,1176.52,Gaming,13.15022269064699
AMD Ryzen 3 3300X,MSI MAG B550 TOMAHAWK MAX WIFI,GeForce RTX 3080 Ti,Corsair Vengeance RGB 48 GB,FSP Group Dagger Pro,1974.95,All-in-One,22.038330084305933
Intel Core i9-9940X @ 3.30GHz,Gigabyte X299 UD4 Pro,Radeon Pro W5500,Kingston FURY Renegade 64 GB,Corsair CX430M,2030.6699999999998,Office,20.427740597930732
AMD Ryzen 7 4700G,ASRock A520M Pro4,Radeon RX 6800,Mushkin Proline 16 GB,Thermaltake TOUGHPOWER GF A3,1364.75,Professional,26.183183733284483
AMD Ryzen 7 5700G,ASRock B550 Taichi,GeForce RTX 2060,Thermaltake TOUGHRAM XG RGB 16 GB,Cooler Master V750 SFX GOLD,1092.96,All-in-One,29.737227345923
AMD Ryzen 7 PRO 3700,Asus TUF GAMING B550M-PLUS WIFI II,Radeon R5 330,Corsair Dominator Platinum RGB 32 GB,Super Flower Leadex Titanium,1209.95,Multimedia,18.678457787511878
Intel Core i5-12600K,Asus Pro B760M-CT-CSM,Radeon RX 560,Kingston KVR13LR9D4/16I 16 GB,Corsair RM850e (2022),1022.22,Professional,16.353622507875016
AMD Ryzen 5 1600X,ASRock X570 Steel Legend WiFi ax,GeForce RTX 3070 Ti,Kingston FURY Renegade 16 GB,Phanteks Revolt SFX,1483.43,Office,13.143862534801102
AMD PRO A6-9500E,Gigabyte B550 AORUS ELITE AX,Radeon RX 590,Silicon Power XPOWER Turbine RGB 16 GB,EVGA SuperNOVA 650 G6,977.87,Multimedia,35.61925409307985
AMD Ryzen 9 5900X,ASRock X370 GAMING X,GeForce RTX 2070,Patriot Signature Line 16 GB,SeaSonic FOCUS Plus Platinum,1520.43,Multimedia,35.942792499490274
AMD Athlon 200GE,Gigabyte X570 AORUS XTREME,GeForce RTX 2080,Corsair Vengeance LPX 32 GB,Cooler Master V750 V2,1975.89,Professional,18.880605701734407
Intel Core i7-11700KF @ 3.60GHz,Gigabyte B560 AORUS PRO AX,GeForce GTX 1660 SUPER,Corsair Vengeance RGB Pro 256 GB,CoolMax ZX-600,2495.89,Professional,39.91602194006948
Intel Core i7-12700,ASRock B660M Pro RS,GeForce GTX 1650,G.Skill Trident Z RGB 16 GB,Corsair HX750 Platinum,1041.97,All-in-One,29.58741614441875
AMD Ryzen 3 2200G,MSI PRO B550M-VC WIFI,Radeon Pro W5700,G.Skill Zeta R5 64 GB,Cooler Master V750 Gold i,2542.58,Multimedia,18.13531924265903
Intel Core i3-12100,Gigabyte Z690 AERO G,Radeon Vega Frontier Edition,TEAMGROUP T-Force Vulcan 32 GB,Thermaltake Toughpower GF1 PE,2211.95,Office,15.41354913085739
Intel Core i5-10400T @ 2.00GHz,MSI MEG Z490 GODLIKE,GeForce RTX 3070,Crucial CT2KIT25664AC800 4 GB,Corsair G800,2038.6000000000001,Gaming,8.117090159913666
Intel Core i7-12700F,NZXT N7-Z69XT-B1,Radeon RX 5700,Mushkin Silverline 8 GB,Corsair RM850e (2022),1955.1100000000001,Gaming,13.738408580591372
AMD Ryzen 7 3800XT,MSI A320M-A PRO MAX,Radeon RX 5500 XT,Kingston Fury Renegade RGB 64 GB,ADATA XPG CYBERCORE,1488.2499999999998,Multimedia,34.44817738955149
AMD Ryzen 3 1200,ASRock X470D4U,Radeon RX 5700,Mushkin 971699A 2 GB,be quiet! Pure Power 11 CM,1403.3700000000001,Office,8.808795969701503
Intel Core i7-9700K @ 3.60GHz,Gigabyte Z390 UD,GeForce RTX 2060 SUPER,Kingston KVR800D2S5/2G 2 GB,Silverstone Strider,1288.8500000000001,Gaming,14.13368506808395
Intel Core i5-12400,Asus ROG STRIX Z690-A GAMING WIFI,GeForce GTX 1060 5GB,TEAMGROUP T-Force Vulcan 32 GB,be quiet! System Power 9,1066.3999999999999,Multimedia,37.68332708177045
AMD Ryzen 5 3600XT,MSI MPG B550 GAMING PLUS,GeForce RTX 2080 Ti,AMD AE34G1609U1 4 GB,GameMax RGB Rainbow,1616.2200000000003,Office,11.36231453638737
Intel Core i5-11500T @ 1.50GHz,ASRock Z490 PG Velocita,Radeon RX 570X,Patriot Viper Steel RGB 64 GB,EVGA 600 BQ,1019.29,All-in-One,35.40758763452992
Intel Pentium Gold G6500 @ 4.10GHz,Asus ROG STRIX Z590-I GAMING WIFI,TITAN V,G.Skill Trident Z5 RGB 32 GB,Cougar POLAR,2892.7400000000002,Professional,12.413144631041847
AMD Ryzen 5 3400G,Asus PRIME X570-P,Radeon RX 590,G.Skill Trident Z5 RGB 48 GB,Cooler Master MWE GOLD 750 V2 FULL MODULAR,1527.96,Office,21.833032278331896
AMD Ryzen 5 5500,Gigabyte B550I AORUS PRO AX,GeForce GT 1030,G.Skill Flare X 64 GB,Rosewill Glacier 700M,732.53,All-in-One,44.32692176429635
Intel Core i5-8600T @ 2.30GHz,MSI Z390-A PRO,GeForce GTX 1080 Ti,G.Skill Trident Z Neo 32 GB,Antec True Power,1575.9399999999998,Multimedia,28.347208650075515
Intel Core i3-10305 @ 3.80GHz,MSI MEG Z490 ACE,Radeon RX 6800,VisionTek 900642 8 GB,EVGA 610 BP,1476.1200000000001,All-in-One,22.992168658374656
Intel Core i5-12500T,MSI MPG Z790 EDGE WIFI DDR4,GeForce GTX 1070 Ti,Corsair Vengeance LPX 32 GB,Corsair CX600,1097.39,All-in-One,34.2827982759092
AMD A12-9800E,MSI MPG X570S EDGE MAX WIFI,Radeon RX 5700 XT,G.Skill Trident Z Royal 32 GB,Rosewill Glacier 850M,1817.29,Office,12.33925240330382
Intel Core i3-10305 @ 3.80GHz,MSI MAG B560 TORPEDO,GeForce GTX 1070 Ti,G.Skill Trident Z Royal 256 GB,Thermaltake Toughpower SFX,2570.25,Multimedia,25.493434490808287
Intel Core i5-9500T @ 2.20GHz,Supermicro MBD-X11SAE-F-O,GeForce RTX 2070 SUPER,G.Skill Trident Z Royal 32 GB,Antec NeoECO V2,1520.8099999999997,Professional,24.06875283565995
Intel Celeron G5925 @ 3.60GHz,MSI MAG B560M BAZOOKA,Radeon Pro WX 8200,GeIL Polaris 32 GB,Enermax Revolution D.F.,2006.2900000000002,Multimedia,18.75576312497196
AMD Ryzen 7 PRO 3700,MSI MAG X570S TOMAHAWK MAX WIFI,GeForce RTX 3060 Ti,Corsair Vengeance RGB 64 GB,Corsair VX550,1670.1,Professional,29.05394886533741
Intel Core i9-9900K @ 3.60GHz,ASRock Z370 Extreme4,Radeon RX 590,Corsair Vengeance RGB 32 GB,Cooler Master MWE Gold 850 - V2,2576.12,Gaming,7.994309271307238
Intel Core i9-9900T @ 2.10GHz,MSI Z270 GAMING PRO CARBON,GeForce RTX 2060,Corsair Vengeance LPX 16 GB,SeaSonic SSP-300SFG,1219.92,All-in-One,23.632697226047608
AMD Ryzen 5 3600XT,Asus PRIME A320M-A,Radeon Pro WX 8200,Crucial CT2K32G48C40U5 64 GB,Corsair G800,2516.28,Office,16.835964201122287
Intel Core i5-11400T @ 1.30GHz,Asus PRIME H410M-D,GeForce RTX 2070 SUPER,G.Skill Trident Z Royal 16 GB,Corsair HX1200 Platinum,1612.79,Multimedia,27.2688942763782
Intel Core i7-12700,Gigabyte Z690I AORUS ULTRA,Radeon R5 330,G.Skill Trident Z5 Neo 32 GB,Deepcool PX-G,1419.97,All-in-One,17.416142594561858
Intel Core i7-9800X @ 3.80GHz,Asus WS X299 SAGE,GeForce RTX 2080,Mushkin Enhanced Redline Stiletto 32 GB,Super Flower Leadex V Pro,2169.55,Gaming,10.175658546703232
Intel Core i3-9320 @ 3.70GHz,MSI Z390-A PRO,GeForce RTX 3080 Ti,Corsair CMSO4GX3M1C1600C11 4 GB,Corsair G700,2005.94,Gaming,9.37540504701038
Intel Celeron G5900 @ 3.40GHz,Asus PRIME H510M-E,GeForce GT 1030,Kingston FURY Impact 16 GB,Asus TUF Gaming 750G,449.01,All-in-One,39.079307810516475
Intel Core i7-9700E @ 2.60GHz,Asus Prime H310M-C R2.0/CSM,Radeon RX 560,Corsair Dominator Platinum RGB 32 GB,SeaSonic FOCUS GX,1062.87,Office,26.584624648357753
Intel Pentium Gold G6405T @ 3.50GHz,Gigabyte Z590 AORUS PRO AX,GeForce GT 1030,Crucial CT16G4WFD8266 16 GB,Corsair CX500,711.46,All-in-One,25.089534197284458
Intel Pentium Gold G5620 @ 4.00GHz,Gigabyte Z390 UD,GeForce RTX 2060 SUPER,Mushkin Proline 32 GB,EVGA SuperNOVA 650 P2,1146.99,Office,23.83978936172068
Intel Core i9-10900KF @ 3.70GHz,MSI H510M PRO,Radeon RX 590,Crucial CT2K16G4SFRA32A 32 GB,Corsair CX600M,1285.96,Professional,23.820725372484368
Intel Core i3-8300T @ 3.20GHz,Supermicro MBD-X11SSH-LN4F,Radeon RX 6800,Kingston KVR1333D3N9K3/12G 12 GB,Corsair CX450 (2017),1476.92,Professional,23.382106004387506
Intel Core i5-10500 @ 3.10GHz,Gigabyte Z590 AORUS TACHYON,Radeon RX 550,Crucial CT51264BA1339J 4 GB,Antec High Current Pro,1002.12,All-in-One,19.16417195545444
Intel Celeron G5925 @ 3.60GHz,MSI Z490-A PRO,Radeon RX 560,Corsair Vengeance LPX 8 GB,PowerSpec PS 650GSM,616.98,Gaming,15.569224286038446
Intel Core i7-12700,Asus ROG STRIX B660-I GAMING WIFI,GeForce RTX 3070,Mushkin Proline 16 GB,Super Flower LEADEX VII XG,1507.71,Gaming,19.6122596520551
AMD Ryzen 7 PRO 3700,Gigabyte B450M K,Radeon RX 6600 XT,Crucial CT51264BC1067 4 GB,Cooler Master V550 V2,978.6700000000001,Professional,29.82261640798226
AMD Ryzen 7 1700,ASRock B550M PG RIPTIDE,Radeon RX 6900 XT,Kingston FURY Renegade 256 GB,be quiet! SFX Power 3 450,2077.54,Gaming,20.97711716741916
AMD Athlon 3000G,Asus ROG Crosshair VIII Formula,GeForce RTX 2070 SUPER,PROXMEM KERBEROS 32 GB,Silverstone SX-G,1434.03,Gaming,11.151370612888153
Intel Core i9-12900,ASRock Z790 LiveMixer,GeForce RTX 2080 SUPER,Kingston ValueRAM 8 GB,Thermaltake Toughpower GF3 TT Premium,1755.5400000000002,All-in-One,22.878430568372124
Intel Core i9-11900 @ 2.50GHz,Asus TUF GAMING H570-PRO WIFI,Radeon RX 580,Mushkin Essentials 8 GB,be quiet! SFX L Power,1137.8999999999999,Office,20.96669303102206
Intel Core i7-8700K @ 3.70GHz,Asus ROG STRIX Z370-F GAMING,Radeon Pro WX 4100,Samsung M391A2K43BB1-CPB 16 GB,EVGA 550 B5,1469.82,Professional,13.93572002013852
AMD Ryzen 7 3800XT,Asus PRO A520M-C II/CSM,GeForce RTX 2080 Ti,Crucial CT8G4DFS832A 8 GB,Apevia ATX-JP1000W,1609.3999999999999,Gaming,14.302410836336524
AMD Ryzen 9 3900,ASRock X570 Creator,GeForce GTX 1660 Ti,TEAMGROUP T-Force Delta RGB 32 GB,Corsair RM550,1560.23,Office,18.306275356838412
Intel Core i5-12600KF,Asus PRIME B660M-A D4,GeForce GTX 1070 Ti,Neo Forza MARS 16 GB,Thermaltake Toughpower GF1 PE,972.95,All-in-One,38.040187059972254
AMD PRO A6-9500,Asus Pro B550M-C/CSM,GeForce RTX 3080 Ti,Corsair CMSO16GX3M2A1333C9 16 GB,SeaSonic PRIME PX-1600 ATX 3.0,1984.96,Professional,19.578983959374497
Intel Core i9-12900KF,MSI MEG Z790 GODLIKE,Radeon Pro W5700,Crucial CT2K8G3S160BM 16 GB,Asus ROG LOKI,3700.95,Multimedia,15.807157621691731
AMD Ryzen 5 2600X,Asus ROG Crosshair VIII Extreme,GeForce GTX 1060 5GB,Corsair Dominator Platinum RGB 32 GB,be quiet! Pure Power 12 M,2017.21,Professional,13.658468875327804
Intel Core i3-12300,MSI PRO Z690-P DDR4,GeForce RTX 2070,Mushkin Redline Lumina 64 GB,Antec Earthwatts,1222.7700000000002,All-in-One,35.17652542996639
Intel Core i5-12500,EVGA Z790 CLASSIFIED,GeForce RTX 3080 Ti,Crucial CT102472BF160B 8 GB,Thermaltake Toughpower Grand RGB,2125.9900000000002,Gaming,12.340509597881457
Intel Core i9-12900F,MSI PRO B660M-A WIFI DDR4,GeForce GTX 1650,G.Skill Ripjaws V 16 GB,Silverstone Strider Platinum,1084.47,Gaming,24.70782963106402
AMD Ryzen 7 PRO 4750G,Biostar B450MH,Radeon RX 6700 XT,Kingston FURY Beast RGB 16 GB,EVGA SuperNOVA 1600 P2,1350.45,All-in-One,27.259506090562407
AMD Ryzen 7 3800X,ASRock A520M-ITX/ac,GeForce RTX 2080 Ti,G.Skill Trident Z RGB 16 GB,EVGA SuperNOVA 1000 G5,1754.93,Professional,19.65776412734411
Intel Core i9-10900 @ 2.80GHz,MSI MPG Z590 GAMING PLUS,TITAN V,Crucial CT2KIT12864AA800 2 GB,be quiet! Dark Power 13,2827.8399999999997,Professional,9.51538983818038
AMD Ryzen 9 5900X,ASRock B450M-HDV R4.0,Radeon RX 6800,Corsair Dominator Platinum RGB 32 GB,Corsair SF450,1627.84,Multimedia,39.394842244938076
Intel Core i9-11900 @ 2.50GHz,ASRock Z490 Phantom Gaming-ITX/TB3,GeForce RTX 2070,ADATA XPG LANCER RGB 32 GB,Silverstone Strider Platinum S,1580.37,Office,21.170991603232157
AMD Ryzen 3 3100,Gigabyte B550 AORUS ELITE V2,Radeon RX Vega 64,Corsair Dominator Platinum RGB 32 GB,SeaSonic PRIME,1482.5500000000002,Professional,22.33853832923004
Intel Core i3-7320 @ 4.10GHz,Asus PRIME Z390-A,Radeon RX 580,Kingston Fury Renegade RGB 16 GB,Corsair HX750,1227.43,Gaming,10.775278427283023
AMD Athlon 3000G,Asus ROG STRIX B550-F GAMING WIFI II,GeForce RTX 3060,Kingston FURY Beast RGB 32 GB,Thermaltake Toughpower Grand RGB,818.99,Multimedia,53.089781316011184
Intel Core i9-12900,Asus PRIME H610M-A D4-CSM,Radeon RX Vega 64,Corsair Dominator Platinum RGB 32 GB,Thermaltake Toughpower TF1 - TT Premium,2033.92,Multimedia,26.913792086217747
AMD Ryzen 7 4700G,Asus PRIME B550M-A WIFI II,GeForce GTX 1080 Ti,Kingston KVR1333D3/2GR 2 GB,Super Flower Leadex III Gold,1213.9199999999998,Professional,23.413404507710563
AMD Ryzen 7 2700,MSI MPG X570 GAMING PRO CARBON WIFI,GeForce GT 1030,TEAMGROUP Elite Plus 32 GB,Raidmax Cobra,838.1700000000001,Office,30.998484794254143
AMD Ryzen 3 3200G,MSI PRO B550M-P GEN3,GeForce RTX 3060 Ti,Corsair Vengeance LPX 8 GB,SeaSonic PRIME TX-1000,1263.79,Professional,25.101480467482734
Intel Core i5-10400T @ 2.00GHz,MSI MAG Z590 TORPEDO,GeForce RTX 2070,Corsair Dominator Platinum RGB 32 GB,Corsair SF600,1384.72,All-in-One,23.558697787278295
AMD Ryzen 5 1600X,Asus PRIME B450M-A/CSM,GeForce GTX 1070 Ti,Kingston FURY Beast 16 GB,Silverstone Strider Platinum,917.6200000000001,Multimedia,47.025457160916275
AMD Ryzen 5 2600X,ASRock B550 Taichi,GeForce RTX 3080,Crucial CT102472BF160B 8 GB,Silverstone HELA 850R,1596.4499999999998,Gaming,12.333489930783928
Intel Core i3-12300,ASRock B760M PG Riptide,Radeon RX 6600 XT,Mushkin 996647 8 GB,SeaSonic PRIME,1021.53,Professional,29.74606717374918
AMD Ryzen 9 5950X,Asus TUF GAMING B550-PLUS WIFI II,Radeon RX 6700 XT,G.Skill Ripjaws S5 32 GB,SeaSonic PRIME Ultra Titanium,1797.69,Gaming,18.496181210331034
AMD Ryzen 7 5800X,Gigabyte X570S AERO G,Radeon RX 580,Mushkin Redline 32 GB,ADATA XPG CORE Reactor 650,1204.11,Office,27.995781116343192
AMD Ryzen 3 3100,Asus PRIME B550-PLUS,Radeon RX 5700,Kingston KVR13LR9S4/8 8 GB,Athena Power AP-MFATX40P8,1314.73,Gaming,12.168049713629413
AMD Ryzen 7 1700X,ASRock X570 Phantom Gaming 4,Radeon RX 5700,G.Skill Trident Z RGB 32 GB,MSI MPG A650GF,1458.24,Office,17.31127935044986
Intel Core i7-10700F @ 2.90GHz,MSI H510M PRO,NVIDIA TITAN Xp,Neo Forza FAYE 32 GB,Cooler Master MWE Gold 750,2273.4799999999996,Multimedia,19.42682583528336
AMD Ryzen 7 2700X,MSI B550 GAMING GEN3,GeForce GTX 1660 SUPER,Crucial CT2K16G4SFD8266 32 GB,Antec NeoECO V2,865.8000000000001,Professional,37.45206745206745
Intel Core i3-7300 @ 4.00GHz,MSI Z270-A PRO,GeForce GTX 1650,G.Skill Sniper X 16 GB,Corsair HX1000i (2022),1567.25,Multimedia,17.630563088211836
Intel Core i9-7900X @ 3.30GHz,Asus Pro WS X299 SAGE II,GeForce RTX 3080 Ti,TEAMGROUP T-Force Delta RGB 32 GB,EVGA 850 GQ,2572.8599999999997,All-in-One,16.264934741882577
AMD Ryzen 3 1200,ASRock A520M Phantom Gaming 4,Radeon RX 5700,Corsair VS1GB533D2 1 GB,Antec Signature Platinum,1415.47,Office,8.450903233554932
AMD Ryzen 3 3300X,ASRock B550 Extreme4,GeForce GTX 1070 Ti,Kingston KHX1600C9S3K2/4GX 4 GB,EVGA 500 W1,918.5600000000001,Gaming,18.11618184985194
AMD Ryzen 3 1200,MSI MPG B550 GAMING PLUS,GeForce RTX 3070 Ti,Corsair Vengeance LED 64 GB,Silverstone SX-G,2027.61,Multimedia,24.49780776382046
Intel Core i7-12700,Gigabyte B660 GAMING X AX DDR4,GeForce RTX 2080 SUPER,G.Skill Trident Z5 RGB 64 GB,Corsair HX750,1834.62,Gaming,18.313002147583695
Intel Core i3-8350K @ 4.00GHz,Asus Prime Z370-P,GeForce RTX 2080 Ti,Patriot Viper 4 Blackout 16 GB,be quiet! Pure Power 11 CM,1633.5,Multimedia,26.097949188858284
Intel Core i5-10600KF @ 4.10GHz,ASRock Z490 PG Velocita,Radeon Pro W5700,Corsair Vengeance 8 GB,FSP Group Dagger Pro,2300.2699999999995,All-in-One,13.732300990753263
Intel Core i5-12600,MSI PRO H610M-G DDR4,GeForce GTX 1660,Kingston ValueRAM 16 GB,Lian Li SP,871.69,Multimedia,50.61891268684968
AMD Ryzen 3 3100,MSI A320M-A PRO MAX,GeForce RTX 3070,Kingston KTD-PE426/32G 32 GB,Rosewill CFZ,1249.2300000000002,All-in-One,29.92611448652369
Intel Celeron G5905T @ 3.30GHz,ASRock Z590 Taichi,Radeon RX 6700 XT,ADATA XPG GAMMIX D30 16 GB,Super Flower Leadex Platinum SE,1386.49,Gaming,10.082222013862342
Intel Core i9-12900KS,Asus TUF GAMING B660M-PLUS D4,Radeon RX 550,Kingston ValueRAM 1 GB,Silverstone TX700-G,1359.85,All-in-One,20.521528109717984
Intel Core i9-12900KS,ASRock B660M Steel Legend,GeForce RTX 3070 Ti,G.Skill Flare X5 96 GB,EVGA SuperNOVA 750 GM,2088.95,Professional,28.9827425261495
AMD Ryzen 5 3400G,Asus ROG Strix X570-I Gaming,GeForce GTX 1660,G.Skill Trident Z5 RGB 32 GB,Athena Power AP-MFATX40P8,1352.71,Office,19.930362014031093
AMD A8-9600,Asus EX-A320M-GAMING,Radeon RX 550,Kingston FURY Beast 8 GB,Apevia Signature,621.2300000000001,All-in-One,24.87613283325016
AMD Ryzen 7 2700,ASRock B450M/AC,GeForce RTX 2060 SUPER,Kingston Fury Renegade RGB 16 GB,Deepcool PQ1000M,1155.86,Professional,26.54041146851695
AMD PRO A12-9800,Asus TUF GAMING B550-PRO,NVIDIA TITAN Xp,G.Skill Trident Z5 64 GB,SeaSonic PRIME Ultra Titanium,2763.37,Professional,16.132475926133672
AMD Ryzen 5 1400,Asus STRIX B350-F GAMING,GeForce GTX 1650,Corsair Vengeance RGB Pro 64 GB,Super Flower Leadex Titanium,1403.1,Professional,24.904497184805077
AMD Ryzen 5 1600X,Asus PRIME B450M-A/CSM,GeForce RTX 3080 Ti,PROXMEM KERBEROS 32 GB,EVGA 1000 GQ,1926.77,Multimedia,26.42323681601852
AMD Ryzen 5 5600X,MSI MEG X570S UNIFY-X MAX,Radeon RX 560,Crucial CT32G4RFD4266 32 GB,Enermax Platimax D.F.,1002.86,Office,32.967712342699876
Intel Core i9-12900T,ASRock Z690 PG Riptide,GeForce RTX 3080,Mushkin Enhanced Redline Stiletto 64 GB,Antec Earthwatts Green,1846.09,Gaming,19.745299524941903
Intel Core i5-9600 @ 3.10GHz,Supermicro MBD-X11SSL-F-O,Radeon Pro WX 4100,Mushkin Essentials 32 GB,Silverstone TX700-G,1255.25,Multimedia,28.667197769368652
Intel Pentium Gold G6405 @ 4.10GHz,Asus PRIME H510M-E,GeForce GTX 1650 SUPER,GeIL ORION V RGB 32 GB,EVGA 850 BQ,827.33,All-in-One,35.718999673648966
